pathway_id	pathway_name	genes
428157	Sphingolipid metabolism	A4GALT,ABCC1,ABCG2,ACER1,ACER2,ACER3,ALDH3A2,ALDH3B1,ALDH3B2,ARSA,ARSB,ARSD,ARSF,ARSG,ARSH,ARSI,ARSJ,ARSK,ARSL,ASAH1,ASAH2,B3GALNT1,B3GALT4,B3GNT5,B4GALNT1,B4GALT5,B4GALT6,CERK,CERS1,CERS2,CERS3,CERS4,CERS5,CERS6,CERT1,CSNK1G2,CTSA,CYB5B,DEGS1,DEGS2,ENPP7,FA2H,FUT1,FUT2,GAL3ST1,GALC,GBA1,GBA2,GBA3,GLA,GLB1,GLB1L,GLB1L2,GLB1L3,GM2A,HEXA,HEXB,KDSR,M6PR,MFSD2B,NEU1,NEU2,NEU3,NEU4,ORMDL1,ORMDL2,ORMDL3,OSBP,PLPP1,PLPP2,PLPP3,PPM1L,PRKD1,PRKD2,PRKD3,PSAP,SAMD8,SGMS1,SGMS2,SGPL1,SGPP1,SGPP2,SMPD1,SMPD2,SMPD3,SMPD4,SPHK1,SPHK2,SPNS2,SPTLC1,SPTLC2,SPTLC3,SPTSSA,SPTSSB,ST3GAL2,ST3GAL3,ST3GAL5,ST6GALNAC5,ST6GALNAC6,ST8SIA5,STS,SUMF1,SUMF2,UGCG,UGT8,VAPA,VAPB
418597	G alpha (z) signalling events	ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADRA2A,ADRA2B,ADRA2C,GNAI1,GNAI2,GNAI3,GNAS,GNAT3,GNAZ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,PRKCA,PRKCB,PRKCD,PRKCE,PRKCG,PRKCH,PRKCQ,RGS16,RGS17,RGS19,RGS20,RGS4,RGSL1
5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	ABL1,ATM,ATR,ATRIP,BABAM1,BARD1,BLM,BRCA1,BRCA2,BRCC3,BRE,BRIP1,CCNA1,CCNA2,CDK2,CHEK1,CLSPN,DNA2,EME1,EME2,ERCC1,ERCC4,EXO1,FAM175A,FIGNL1,FIRRM,GEN1,H2AFX,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-4,H4C1,HERC2,HUS1,KAT5,MDC1,MRE11,MUS81,NBN,NSD2,PALB2,PCNA,PIAS4,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POLH,POLK,PPP4C,PPP4R2,RAD1,RAD17,RAD50,RAD51,RAD51AP1,RAD51B,RAD51C,RAD51D,RAD52,RAD9A,RAD9B,RBBP8,RFC1,RFC2,RFC3,RFC4,RFC5,RHNO1,RMI1,RMI2,RNF168,RNF4,RNF8,RPA1,RPA2,RPA3,RPS27A,RTEL1,SEM1,SIRT6,SLX1A,SLX4,SPIDR,SUMO2,TIMELESS,TIPIN,TOP3A,TOPBP1,TP53BP1,UBA52,UBB,UBC,UBE2I,UBE2N,UBE2V2,UIMC1,WRN,XRCC2,XRCC3
392518	Signal amplification	AAMP,GNA11,GNA13,GNA14,GNA15,GNAI1,GNAI2,GNAI3,GNAQ,GNAT3,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,MAPK14,P2RY1,P2RY12,PLA2G4A,SRC,TBXA2R
9012999	RHO GTPase cycle	AAAS,ABCD3,ABI1,ABI2,ABL2,ABR,ACBD5,ACTB,ACTC1,ACTG1,ACTN1,ADD3,AKAP12,AKAP13,ALDH3A2,ALS2,AMIGO2,ANKFY1,ANKLE2,ANKRD26,ANLN,ARAP1,ARAP2,ARAP3,ARFGAP2,ARFGAP3,ARHGAP1,ARHGAP10,ARHGAP11A,ARHGAP11B,ARHGAP12,ARHGAP15,ARHGAP17,ARHGAP18,ARHGAP19,ARHGAP20,ARHGAP21,ARHGAP22,ARHGAP23,ARHGAP24,ARHGAP25,ARHGAP26,ARHGAP27,ARHGAP28,ARHGAP29,ARHGAP30,ARHGAP31,ARHGAP32,ARHGAP33,ARHGAP35,ARHGAP39,ARHGAP4,ARHGAP40,ARHGAP42,ARHGAP44,ARHGAP5,ARHGAP6,ARHGAP8,ARHGAP9,ARHGDIA,ARHGDIB,ARHGDIG,ARHGEF1,ARHGEF10,ARHGEF10L,ARHGEF11,ARHGEF12,ARHGEF15,ARHGEF16,ARHGEF17,ARHGEF18,ARHGEF19,ARHGEF2,ARHGEF25,ARHGEF26,ARHGEF28,ARHGEF3,ARHGEF39,ARHGEF4,ARHGEF40,ARHGEF5,ARHGEF6,ARHGEF7,ARHGEF9,ARL13B,ARMCX3,ATP6AP1,BAIAP2,BAIAP2L1,BAIAP2L2,BASP1,BCAP31,BCR,BLTP3B,BRK1,C1QBP,CAPZB,CAV1,CCDC115,CCDC187,CCDC88A,CCP110,CCT2,CCT6A,CCT7,CDC37,CDC42,CDC42BPA,CDC42BPB,CDC42EP1,CDC42EP2,CDC42EP3,CDC42EP4,CDC42EP5,CDC42SE2,CEP97,CFTR,CHN1,CHN2,CIT,CKAP4,CKB,CLTC,COPS2,COPS4,CPD,CPNE8,CPSF7,CSK,CUL3,CYBA,CYBB,CYFIP1,CYFIP2,DAAM1,DBN1,DBT,DDRGK1,DDX39B,DDX4,DEF6,DEPDC1B,DIAPH1,DIAPH2,DIAPH3,DLC1,DLG5,DNMBP,DOCK1,DOCK10,DOCK11,DOCK2,DOCK3,DOCK4,DOCK5,DOCK6,DOCK7,DOCK8,DOCK9,DSG1,DSG2,DSP,DST,ECT2,EFHD2,ELMO2,EMC3,EMD,EPHA2,EPSTI1,ERBIN,ESYT1,FAF2,FAM135A,FAM13A,FAM13B,FAM169A,FAM83B,FAM91A1,FARP1,FARP2,FERMT2,FGD1,FGD2,FGD3,FGD4,FGD5,FILIP1,FLOT1,FLOT2,FMNL1,FMNL2,FMNL3,FNBP1,FNBP1L,FRS2,FRS3,GARRE1,GBAS,GFOD1,GIT1,GIT2,GJA1,GMIP,GNA13,GOLGA3,GOLGA8R,GOPC,GPS1,GRB2,GRB7,HGS,HINT2,HMHA1,HMOX2,HNRNPC,HSP90AA1,HSP90AB1,HSPE1,IL32,IQGAP1,IQGAP2,IQGAP3,ITGB1,ITSN1,ITSN2,JAG1,JUP,KALRN,KCTD13,KCTD3,KIDINS220,KIF14,KTN1,LAMTOR1,LBR,LCK,LEMD3,LETM1,LMAN1,LMNB1,LRRC1,MACO1,MAP3K11,MCAM,MCF2,MCF2L,MOSPD2,MPP7,MSI2,MTMR1,MTR,MTX1,MUC13,MYO6,MYO9A,MYO9B,NCF1,NCF2,NCF4,NCK1,NCK2,NCKAP1,NCKAP1L,NDUFA5,NDUFS3,NET1,NGEF,NHS,NISCH,NOX1,NOX3,NOXA1,NOXO1,NSFL1C,NUDC,OBSCN,OCRL,OPHN1,OSBPL11,PAK1,PAK2,PAK3,PAK4,PAK5,PAK6,PARD6A,PARD6B,PCDH7,PDE5A,PEAK1,PGRMC2,PHIP,PICALM,PIK3CA,PIK3R1,PIK3R2,PIK3R3,PKN1,PKN2,PKN3,PKP4,PLD1,PLD2,PLEKHG1,PLEKHG2,PLEKHG3,PLEKHG4,PLEKHG4B,PLEKHG5,PLEKHG6,PLXNA1,PLXNB1,PLXND1,POTEE,PREX1,PREX2,PTK2B,PTPN13,PTRF,RAB7A,RAC1,RAC2,RAC3,RACGAP1,RALBP1,RALGAPA1,RAPGEF1,RASAL2,RASGRF2,RBBP6,RBMX,RHOA,RHOB,RHOBTB1,RHOBTB2,RHOC,RHOD,RHOF,RHOG,RHOH,RHOJ,RHOQ,RHOU,RHOV,RHPN1,RHPN2,RND1,RND2,RND3,RNF20,ROCK1,ROCK2,RRAS2,RTKN,SAMM50,SCFD1,SCRIB,SEMA4F,SENP1,SGK223,SH3BP1,SH3PXD2A,SH3RF1,SHKBP1,SHMT2,SLC1A5,SLC4A7,SLITRK3,SLITRK5,SLK,SNAP23,SOS1,SOS2,SOWAHC,SPATA13,SPEN,SPTAN1,SPTBN1,SRC,SRGAP1,SRGAP2,SRGAP3,SRRM1,STAM,STAM2,STARD13,STARD8,STBD1,STEAP3,STIP1,STK10,STK38,STMN2,STOM,STX5,SWAP70,SYDE1,SYDE2,TAGAP,TAOK3,TEX2,TFRC,TIAM1,TIAM2,TJP2,TMEM59,TMEM87A,TMOD3,TMPO,TNFAIP1,TOR1AIP1,TPM3,TPM4,TRA2B,TRIO,TRIP10,TUBA1B,TWF1,TXNL1,UACA,UBXN11,USP9X,VAMP3,VANGL1,VANGL2,VAPB,VAV1,VAV2,VAV3,VCP,VIM,VRK2,WAS,WASF1,WASF2,WASF3,WASL,WDR11,WDR6,WDR81,WDR91,WHAMM,WIPF1,WIPF2,WIPF3,WWP2,YKT6,ZAP70,ZNF512B
140534	Caspase activation via Death Receptors in the presence of ligand	CASP8,CD14,CFLAR,FADD,FAS,FASLG,LY96,MC159L,ORF71,RIPK1,TICAM1,TICAM2,TLR4,TNFRSF10A,TNFRSF10B,TNFSF10,TRADD,TRAF2
2408522	Selenoamino acid metabolism	AHCY,AIMP1,AIMP2,CBS,CTH,DARS1,EEF1E1,EEFSEC,EPRS1,FAU,GNMT,GSR,HNMT,IARS1,INMT,KARS1,LARS1,MARS1,MAT1A,NNMT,PAPSS1,PAPSS2,PSTK,QARS1,RARS1,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL39L,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,SARS1,SCLY,SECISBP2,SEPHS2,SEPSECS,TXNRD1,UBA52
5694530	Cargo concentration in the ER	AREG,CD59,CNIH1,CNIH2,CNIH3,COL7A1,CTSC,CTSZ,F5,F8,FOLR1,GOSR2,GRIA1,LMAN1,LMAN1L,LMAN2,LMAN2L,MCFD2,MIA2,MIA3,PREB,SAR1B,SEC22B,SEC23A,SEC24A,SEC24B,SEC24C,SEC24D,SERPINA1,STX5,TGFA,TMED10,TMED2
418594	G alpha (i) signalling events	ACKR3,ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADORA1,ADORA3,ADRA2A,ADRA2B,ADRA2C,AGT,AGTR2,AHCYL1,ANXA1,APLN,APLNR,APP,BDKRB1,BDKRB2,C3,C3AR1,C5,C5AR1,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASR,CCL1,CCL13,CCL16,CCL19,CCL20,CCL21,CCL23,CCL25,CCL27,CCL28,CCL4,CCL4L1,CCL5,CCR1,CCR10,CCR2,CCR3,CCR4,CCR5,CCR6,CCR7,CCR8,CCR9,CDK5,CHRM2,CHRM4,CNR1,CNR2,CORT,CREB1,CX3CL1,CX3CR1,CXCL1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL16,CXCL2,CXCL3,CXCL5,CXCL6,CXCL8,CXCL9,CXCR1,CXCR2,CXCR3,CXCR4,CXCR5,CXCR6,DRD3,DRD4,FPR1,FPR2,FPR3,GABBR1,GABBR2,GAL,GALR1,GALR2,GALR3,GNA11,GNA14,GNA15,GNAI1,GNAI2,GNAI3,GNAL,GNAQ,GNAS,GNAT1,GNAT2,GNAT3,GNAZ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GPER1,GPR17,GPR18,GPR183,GPR31,GPR37,GPR37L1,GPR55,GPSM1,GPSM2,GPSM3,GRK2,GRM2,GRM3,GRM4,GRM6,GRM7,GRM8,HCAR1,HCAR2,HCAR3,HEBP1,HRH4,HTR1B,HTR1D,HTR1E,HTR1F,HTR5A,INSL5,ITPR1,ITPR2,ITPR3,KNG1,KPNA2,LPAR1,LPAR2,LPAR3,LPAR5,MAPK1,MCHR1,MCHR2,MT-RNR2,MTNR1A,MTNR1B,NBEA,NMS,NMU,NMUR1,NMUR2,NPB,NPBWR1,NPBWR2,NPW,NPY,NPY1R,NPY2R,NPY4R,NPY5R,OPN1LW,OPN1MW,OPN1SW,OPN3,OPN5,OPRD1,OPRK1,OPRL1,OPRM1,OXER1,OXGR1,P2RY12,P2RY13,P2RY14,P2RY4,PCP2,PDE1A,PDE1B,PDE1C,PDE4A,PDE4B,PDE4C,PDE4D,PDYN,PENK,PF4,PLA2G4A,PLCB1,PLCB2,PLCB3,PLCB4,PMCH,PNOC,POMC,PPBP,PPP1CA,PPP1R1B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPY,PRKACA,PRKACB,PRKACG,PRKAR1A,PRKAR1B,PRKAR2A,PRKAR2B,PRKCA,PRKCD,PRKCG,PRKX,PSAP,PTGDR2,PTGER3,PYY,RGR,RGS1,RGS10,RGS11,RGS12,RGS13,RGS14,RGS16,RGS17,RGS18,RGS19,RGS20,RGS21,RGS22,RGS3,RGS4,RGS5,RGS6,RGS7,RGS8,RGS9,RGSL1,RHO,RLN3,RRH,RXFP3,RXFP4,S1PR2,S1PR3,S1PR4,S1PR5,SAA1,SRC,SST,SSTR1,SSTR2,SSTR3,SSTR4,SSTR5,SUCNR1,TAS1R1,TAS1R2,TAS1R3,TAS2R1,TAS2R10,TAS2R13,TAS2R14,TAS2R16,TAS2R19,TAS2R20,TAS2R3,TAS2R30,TAS2R31,TAS2R38,TAS2R39,TAS2R4,TAS2R40,TAS2R41,TAS2R42,TAS2R43,TAS2R45,TAS2R46,TAS2R5,TAS2R50,TAS2R60,TAS2R7,TAS2R8,TAS2R9
9679191	Potential therapeutics for SARS	ACE2,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,ARID4A,ARID4B,ATP1A1,ATP1A2,ATP1A3,ATP1A4,ATP1B1,ATP1B2,ATP1B3,BLNK,BRD4,BRMS1,BTK,CD79A,CD79B,CHD3,CHD4,COMT,CRBN,CUL3,CYSLTR1,FKBP1A,FKBP4,FNTA,FNTB,FURIN,FXYD1,FXYD2,FXYD3,FXYD4,FXYD6,FXYD7,GATAD2A,GATAD2B,GRB2,HDAC1,HDAC2,HMG20B,HSP90AA1,HSP90AB1,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IGHD,IGHM,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLV,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV2-11,IGLV2-14,IGLV2-23,IGLV2-8,IGLV3-1,IGLV3-19,IGLV3-21,IGLV3-25,IGLV3-27,IGLV6-57,IGLV7-43,IL1R1,IL6R,IMPDH1,IMPDH2,ITGA4,ITGB1,JAK1,JAK2,JAK3,KDM1A,KEAP1,MBD3,MTA1,MTA2,MTA3,NCK1,NFE2L2,NR3C1,NS5B,PDCD1,PHF21A,PLCG2,PTGES3,RBBP4,RBBP7,RBX1,RCOR1,REST,RIPK1,ROCK1,ROCK2,S1PR1,SAP18,SAP30,SAP30L,SH3KBP1,SIGMAR1,SOS1,STAT2,SUDS3,SYK,TBK1,TLR7,TLR9,TUBB,TYK2,VAV1,VEGFA,ZBP1
2046104	alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	ABCD1,ACAA1,ACOT8,ACOX1,ACSL1,ELOVL1,ELOVL2,ELOVL3,ELOVL5,FADS1,FADS2,HSD17B4,SCP2
5627123	RHO GTPases activate PAKs	CALM1,CDC42,CTTN,FLNA,LIMK1,MYH10,MYH11,MYH14,MYH9,MYL12B,MYL6,MYL9,MYLK,NF2,PAK1,PAK2,PAK3,PPP1CB,PPP1R12A,PPP1R12B,RAC1
9645135	STAT5 Activation	FLT3,FLT3LG,GAB2,GRB2,PTPN11,STAT5A,STAT5B
9614657	FOXO-mediated transcription of cell death genes	BBC3,BCL2L11,BCL6,CITED2,CREBBP,DDIT3,EP300,FASLG,FOXO1,FOXO3,FOXO4,NFYA,NFYB,NFYC,PINK1,STK11
72086	mRNA Capping	CCNH,CDK7,ERCC2,ERCC3,GTF2F1,GTF2F2,GTF2H1,GTF2H2,GTF2H3,GTF2H4,GTF2H5,MNAT1,NCBP1,NCBP2,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,RNGTT,RNMT,SUPT5H
2142753	Arachidonate metabolism	ABCC1,AKR1C3,ALOX12,ALOX12B,ALOX15,ALOX15B,ALOX5,ALOX5AP,ALOXE3,AWAT1,CBR1,CYP1A1,CYP1A2,CYP1B1,CYP2C19,CYP2C8,CYP2C9,CYP2J2,CYP2U1,CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F2,CYP4F22,CYP4F3,CYP4F8,CYP8B1,DPEP1,DPEP2,EPHX2,FAAH,FAAH2,GGT1,GGT5,GPX1,GPX2,GPX4,HPGD,HPGDS,LTA4H,LTC4S,MAPKAPK2,PLA2G4A,PON1,PON2,PON3,PRXL2B,PTGDS,PTGES,PTGES2,PTGES3,PTGIS,PTGR1,PTGR2,PTGS1,PTGS2,SLC27A1,TBXAS1
177929	Signaling by EGFR	AAMP,ADAM10,ADAM12,ADAM17,AREG,ARHGEF7,BTC,CBL,CDC42,CSK,EGF,EGFR,EPGN,EPN1,EPS15,EPS15L1,EREG,FAM83A,FAM83B,FAM83D,GAB1,GRB2,HBEGF,HGS,HRAS,KRAS,LRIG1,NRAS,PAG1,PIK3CA,PIK3R1,PLCG1,PTPN11,PTPN12,PTPN3,PTPRK,PXN,RPS27A,SH3GL1,SH3GL2,SH3GL3,SH3KBP1,SHC1,SOS1,SPRY1,SPRY2,SRC,STAM,STAM2,TGFA,UBA52,UBB,UBC
5620971	Pyroptosis	BAK1,BAX,CASP1,CASP3,CASP4,CASP5,CHMP2A,CHMP2B,CHMP3,CHMP4A,CHMP4B,CHMP4C,CHMP6,CHMP7,CYCS,ELANE,GSDMD,GSDME,GZMB,HMGB1,IL18,IL1A,IL1B,IRF1,IRF2,TP53,TP63
211945	Phase I - Functionalization of compounds	AADAC,ACSS1,ACSS2,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,AHR,AHRR,AIP,ALDH1A1,ALDH1B1,ALDH2,ALDH3A1,AOC1,AOC2,AOC3,ARNT,ARNT2,BPHL,CBR3,CES1,CES2,CES3,CMBL,CYB5B,CYB5R3,CYP11A1,CYP11B1,CYP11B2,CYP19A1,CYP1A1,CYP1A2,CYP1B1,CYP21A2,CYP24A1,CYP26A1,CYP26B1,CYP26C1,CYP27A1,CYP27B1,CYP2A13,CYP2A6,CYP2A7,CYP2B6,CYP2C18,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP2F1,CYP2J2,CYP2R1,CYP2S1,CYP2U1,CYP2W1,CYP39A1,CYP3A4,CYP3A43,CYP3A5,CYP3A7,CYP46A1,CYP4A11,CYP4A22,CYP4B1,CYP4F11,CYP4F12,CYP4F2,CYP4F22,CYP4F3,CYP4F8,CYP4V2,CYP51A1,CYP7A1,CYP7B1,CYP8B1,EPHX1,FDX1,FDX2,FDXR,FMO1,FMO2,FMO3,HSP90AB1,MAOA,MAOB,MTARC1,MTARC2,NCOA1,NCOA2,NQO2,NR1H4,PAOX,POMC,POR,PTGES3,PTGIS,PTGS1,RXRA,SMOX,TBXAS1
9836573	Mitochondrial RNA degradation	FASTK,FASTKD2,FASTKD5,GRSF1,LRPPRC,PNPT1,REXO2,SLIRP,SUPV3L1,TBRG4
1799339	SRP-dependent cotranslational protein targeting to membrane	DDOST,FAU,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL39L,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPN1,RPN2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,SEC11A,SEC11C,SEC61A1,SEC61A2,SEC61B,SEC61G,SPCS1,SPCS2,SPCS3,SRP14,SRP19,SRP54,SRP68,SRP72,SRP9,SRPRA,SRPRB,SSR1,SSR2,SSR3,SSR4,TRAM1,UBA52
1475029	Reversible hydration of carbon dioxide	CA1,CA12,CA13,CA14,CA2,CA3,CA4,CA5A,CA5B,CA6,CA7,CA9
9857492	Protein lipoylation	DBT,DLAT,DLST,FDX1,GCSH,LIAS,LIPT1,LIPT2,NDUFAB1,NFU1
5693571	Nonhomologous End-Joining (NHEJ)	ATM,BABAM1,BARD1,BRCA1,BRCC3,BRE,DCLRE1C,FAM175A,H2AFX,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-4,H4C1,HERC2,KAT5,LIG4,MDC1,MRE11,NBN,NHEJ1,NSD2,PAXIP1,PIAS4,POLL,POLM,PRKDC,RAD50,RIF1,RNF168,RNF8,TDP1,TDP2,TP53BP1,UBE2N,UBE2V2,UIMC1,XRCC4,XRCC5,XRCC6
9613354	Lipophagy	HSPA8,PLIN2,PLIN3,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PRKAG3
2173782	Binding and Uptake of Ligands by Scavenger Receptors	ALB,AMBP,APOA1,APOB,APOE,APOL1,CALR,CD163,CD36,COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COLEC11,COLEC12,FTH1,FTL,HBA1,HBB,HP,HPR,HPX,HSP90AA1,HSP90B1,HSPH1,HYOU1,IGHA1,IGHA2,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLV,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,JCHAIN,LRP1,MARCO,MASP1,MSR1,SAA1,SCARA5,SCARB1,SCARF1,SCGB3A2,SPARC,SSC5D,STAB1,STAB2,porB
186712	Regulation of beta-cell development	AKT1,AKT2,AKT3,CREBBP,EP300,FGF10,FOXA2,FOXA3,FOXO1,GCK,HES1,HNF1A,HNF1B,HNF4A,HNF4G,IAPP,INS,INSM1,KAT2A,KAT2B,MAFA,MAML1,MAML2,MAML3,MAMLD1,NEUROD1,NEUROG3,NKX2-2,NKX6-1,NOTCH1,NR5A2,ONECUT1,ONECUT3,PAX4,PAX6,PDX1,PKLR,PTF1A,RBPJ,RFX6,SLC2A2,SNW1
456926	Thrombin signalling through proteinase activated receptors (PARs)	ARRB1,ARRB2,F2,F2R,F2RL2,F2RL3,GNA11,GNA12,GNA13,GNA14,GNA15,GNAQ,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,MAPK1,MAPK3,SRC
74158	RNA Polymerase III Transcription	BDP1,BRF1,BRF2,CRCP,GTF3A,GTF3C1,GTF3C2,GTF3C3,GTF3C4,GTF3C5,GTF3C6,NFIA,NFIB,NFIC,NFIX,POLR1C,POLR1D,POLR2E,POLR2F,POLR2H,POLR2K,POLR2L,POLR3A,POLR3B,POLR3C,POLR3D,POLR3E,POLR3F,POLR3G,POLR3GL,POLR3H,POLR3K,POU2F1,SNAPC1,SNAPC2,SNAPC3,SNAPC4,SNAPC5,SSB,TBP,ZNF143
9646399	Aggrephagy	ARL13B,CETN1,CFTR,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,HDAC6,HSF1,HSP90AA1,IFT88,PARK2,PARK7,PCNT,RPS27A,UBA52,UBB,UBC,UBE2N,UBE2V1,VCP
6806834	Signaling by MET	ARF6,CBL,CRK,CRKL,DOCK7,EPS15,GAB1,GGA3,GRB2,HGF,HGFAC,HGS,HPN,HRAS,ITGA2,ITGA3,ITGB1,KRAS,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMC1,LAMC2,LAMC3,LRIG1,MET,MUC20,NRAS,PIK3CA,PIK3R1,PTK2,PTPN1,PTPN11,PTPN2,PTPRJ,RAB4A,RAB4B,RAC1,RANBP10,RANBP9,RAP1A,RAP1B,RAPGEF1,RPS27A,SH3GL1,SH3GL2,SH3GL3,SH3KBP1,SHC1,SOS1,SPINT1,SPINT2,SRC,STAM,STAM2,STAT3,TNS3,TNS4,UBA52,UBB,UBC,USP8
